RA,Fase,Turma,Nome,Ano nasc,Idade 22,Genero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO,Atingiu_PV
RA-527,1,D,Aluno-527,2013,9,Menina,2022,Escola Pública,,,AMETISTA,8.025,"135,000",33,3,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,8.5,10.0,7.5,Não atendido,6.5,"5,0","8,0",,Não,7.5,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-528,1,D,Aluno-528,2011,11,Menino,2021,Escola Pública,,Ametista,QUARTZO,5.335,"798,000",183,13,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,0.0,6.2,7.5,Não atendido,4.0,"5,3","2,7",,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-529,1,D,Aluno-529,2010,12,Menino,2020,Escola Pública,Ágata,Ametista,AGATA,6.51,"643,000",156,12,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,8.5,8.9,5.0,Requer avaliação,5.2,"3,3","7,0",,Não,6.556,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-530,1,E,Aluno-530,2012,10,Menino,2019,Escola Pública,Topázio,Topázio,TOPAZIO,8.338,"56,000",9,1,3,Avaliador-7,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,Avaliador-15,Promovido de Fase,,,10.0,9.0,7.5,Não atendido,8.9,"9,0","8,8",,Sim,9.056,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-531,1,E,Aluno-531,2012,10,Menino,2022,Escola Pública,,,AMETISTA,8.057,"132,000",31,2,3,Avaliador-7,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,9.8,7.5,Não atendido,7.8,"8,7","7,0",,Sim,8.167,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-532,1,E,Aluno-532,2013,9,Menina,2022,Escola Pública,,,AMETISTA,7.792,"203,000",49,3,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,9.7,7.5,Não atendido,5.5,"4,0","7,0",,Não,7.167,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-533,1,E,Aluno-533,2012,10,Menino,2022,Escola Pública,,,AGATA,6.962,"499,000",130,5,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,8.5,8.8,5.6,Requer avaliação,6.0,"5,0","7,0",,Não,7.333,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-534,1,E,Aluno-534,2010,12,Menina,2021,Escola Pública,,Ametista,AMETISTA,7.131,"447,000",114,4,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,7.4,7.5,Não atendido,7.1,"6,5","7,7",,Não,7.333,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-535,1,F,Aluno-535,2012,10,Menina,2019,Escola Pública,Topázio,Ametista,AGATA,6.953,"504,000",131,6,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,9.2,7.5,Sem limitações,5.1,"4,7","5,5",,Não,6.917,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-536,1,F,Aluno-536,2012,10,Menina,2020,Escola Pública,Topázio,Ametista,AMETISTA,7.106,"454,000",116,4,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,8.9,5.6,Sem limitações,6.0,"6,3","5,7",,Não,7.75,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-537,1,F,Aluno-537,2012,10,Menino,2022,Escola Pública,,,AGATA,6.641,"612,000",147,7,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,9.0,4.4,Requer avaliação,4.8,"2,5","7,0",,Não,7.167,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-538,1,F,Aluno-538,2009,13,Menino,2022,Escola Pública,,,AGATA,6.309,"684,000",164,8,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.5,7.5,5.6,Requer avaliação,6.8,"4,5","9,0",,Não,5.583,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-539,1,F,Aluno-539,2011,11,Menina,2022,Escola Pública,,,AMETISTA,7.665,"249,000",64,1,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.5,9.3,6.9,Sem limitações,7.5,"6,8","8,2",,Não,8.417,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-540,1,F,Aluno-540,2012,10,Menina,2019,Escola Pública,Topázio,Topázio,AMETISTA,7.303,"390,000",101,2,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.5,9.5,5.6,Sem limitações,7.0,"6,8","7,2",,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-541,1,F,Aluno-541,2008,14,Menino,2022,Escola Pública,,,QUARTZO,5.427,"793,000",182,10,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,10.0,7.8,6.9,Sem limitações,2.5,"0,0","5,0",,Não,5.0,2.5,Fase 4 (9º ano),-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-542,1,F,Aluno-542,2011,11,Menina,2019,Escola Pública,Ametista,Ágata,AMETISTA,7.221,"419,000",107,3,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.0,9.8,6.3,Sem limitações,6.5,"5,3","7,7",,Não,7.417,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-543,1,F,Aluno-543,2012,10,Menina,2022,Escola Pública,,,AMETISTA,7.05,"471,000",121,5,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.5,9.8,4.4,Sem limitações,6.5,"5,0","8,0",,Não,7.167,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-544,1,F,Aluno-544,2012,10,Menino,2022,Escola Pública,,,AGATA,6.307,"686,000",165,9,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,9.7,5.6,Requer avaliação,3.3,"1,0","5,5",,Não,6.0,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-545,1,G,Aluno-545,2009,13,Menino,2018,Escola Pública,Ametista,Ágata,AGATA,6.723,"580,000",142,6,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,6.6,7.5,Sem limitações,5.5,"4,3","6,7",,Não,7.5,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-546,1,G,Aluno-546,2011,11,Menina,2021,Escola Pública,,Quartzo,AGATA,6.77,"564,000",138,5,2,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,7.9,5.0,Não indicado,5.6,"3,3","7,8",,Não,7.917,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-547,1,G,Aluno-547,2011,11,Menina,2019,Escola Pública,Ágata,Ágata,AMETISTA,7.745,"218,000",56,1,2,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,9.7,5.0,Não indicado,7.6,"7,3","7,8",,Não,8.833,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-548,1,G,Aluno-548,2010,12,Menino,2019,Escola Pública,Ametista,Ametista,AMETISTA,7.292,"396,000",104,2,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.0,9.1,6.9,Sem limitações,7.2,"5,7","8,7",,Não,7.583,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-549,1,G,Aluno-549,2012,10,Menino,2021,Escola Pública,,Ametista,AGATA,6.301,"688,000",166,9,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,,Não avaliado,,,10.0,7.9,6.9,Sem limitações,4.2,"2,2","6,2",,Não,6.167,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-550,1,G,Aluno-550,2010,12,Menina,2022,Escola Pública,,,AGATA,6.026,"724,000",172,10,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,,Não avaliado,,,9.0,9.0,6.9,Sem limitações,1.9,"2,0","1,8",,Não,6.25,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-551,1,G,Aluno-551,2010,12,Menina,2018,Escola Pública,Ametista,Ametista,AGATA,6.853,"539,000",136,4,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.5,7.3,6.9,Sem limitações,6.6,"5,0","8,2",,Não,7.333,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-552,1,G,Aluno-552,2011,11,Menino,2022,Escola Pública,,,AGATA,6.625,"617,000",149,7,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,8.8,5.0,Não indicado,5.5,"6,0","5,0",,Não,7.167,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-553,1,G,Aluno-553,2011,11,Menina,2019,Escola Pública,Ametista,Ametista,AGATA,6.39,"663,000",160,8,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,6.9,6.9,Sem limitações,3.3,"1,0","5,7",,Não,8.167,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-554,1,G,Aluno-554,2010,12,Menino,2017,Escola Pública,Quartzo,Quartzo,QUARTZO,5.588,"776,000",180,12,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,7.9,6.0,6.9,Sem limitações,4.0,"1,7","6,3",,Não,5.75,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-555,1,G,Aluno-555,2010,12,Menino,2019,Escola Pública,Ametista,Ametista,QUARTZO,5.949,"732,000",174,11,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,8.1,5.0,Não indicado,4.4,"1,8","7,0",,Não,5.167,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-556,1,G,Aluno-556,2011,11,Menina,2018,Escola Pública,Topázio,Ametista,AMETISTA,7.181,"436,000",111,3,2,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,8.8,5.0,Não indicado,6.4,"4,8","8,0",,Não,8.25,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-557,1,H,Aluno-557,2012,10,Menino,2019,Escola Pública,Ametista,Topázio,TOPAZIO,8.334,"57,000",10,1,2,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,,Não avaliado,,,10.0,8.4,7.5,Sem limitações,9.4,"10,0","8,8",,Sim,9.333,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-558,1,H,Aluno-558,2008,14,Menino,2022,Escola Pública,,,QUARTZO,5.539,"786,000",181,8,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,8.5,5.0,Não indicado,4.3,"0,5","8,0",,Não,4.5,2.5,Fase 4 (9º ano),-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-559,1,H,Aluno-559,2011,11,Menino,2021,Escola Pública,,Ametista,AMETISTA,7.634,"260,000",67,6,2,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,9.2,7.5,Sem limitações,7.1,"7,2","7,0",,Não,8.083,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-560,1,H,Aluno-560,2011,11,Menino,2020,Escola Pública,Ágata,Quartzo,QUARTZO,4.949,"826,000",189,11,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,,Não avaliado,,,6.9,7.2,5.0,Não indicado,3.8,"3,2","4,3",,Não,3.75,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-561,1,H,Aluno-561,2011,11,Menino,2022,Escola Pública,,,AMETISTA,7.856,"185,000",43,3,2,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,9.0,7.5,Sem limitações,7.4,"9,5","5,3",,Sim,8.833,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-562,1,H,Aluno-562,2011,11,Menina,2021,Escola Pública,,Ametista,AMETISTA,7.855,"186,000",44,4,2,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.0,9.0,7.5,Sem limitações,8.0,"8,3","7,7",,Não,8.75,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-563,1,H,Aluno-563,2011,11,Menina,2020,Escola Pública,Topázio,Ametista,TOPAZIO,8.22,"81,000",18,2,2,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,,Não avaliado,,,10.0,9.2,7.5,Sem limitações,8.5,"9,0","8,0",,Sim,8.833,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-564,1,H,Aluno-564,2009,13,Menino,2019,Escola Pública,Ágata,Quartzo,QUARTZO,4.972,"822,000",188,10,2,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,3.8,5.0,Não indicado,2.3,"2,5","2,0",,Não,6.833,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-565,1,H,Aluno-565,2009,13,Menino,2022,Escola Pública,,,QUARTZO,5.233,"809,000",186,9,2,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,4.1,7.5,Sem limitações,2.9,"4,0","1,8",,Não,5.917,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-566,1,H,Aluno-566,2010,12,Menina,2022,Escola Pública,,,AMETISTA,7.729,"226,000",58,5,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,8.4,7.5,Sem limitações,8.5,"9,5","7,5",,Não,7.917,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-567,1,H,Aluno-567,2011,11,Menino,2019,Escola Pública,Ametista,Quartzo,AGATA,6.281,"691,000",167,7,2,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,6.0,7.5,Sem limitações,4.8,"4,3","5,2",,Não,6.833,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-568,1,J,Aluno-568,2008,14,Menino,2018,Escola Pública,Ametista,Ametista,AMETISTA,7.306,"385,000",100,8,3,Avaliador-7,Promovido de Fase,Avaliador-3,Promovido de Fase,,Promovido de Fase,,,8.0,8.6,6.9,Não atendido,8.3,"8,0","8,5",,Não,7.944,2.5,Fase 4 (9º ano),-3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-569,1,J,Aluno-569,2010,12,Menina,2020,Escola Pública,Ametista,Ametista,AMETISTA,7.074,"464,000",118,9,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,9.5,8.7,5.0,Requer avaliação,6.8,"6,3","7,3",,Não,7.333,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-570,1,J,Aluno-570,2012,10,Menina,2019,Escola Pública,Topázio,Ágata,QUARTZO,5.722,"755,000",179,17,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,9.0,7.0,7.5,Não atendido,1.3,"0,7","2,0",,Não,6.778,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-571,1,J,Aluno-571,2011,11,Menina,2019,Escola Pública,Ametista,Ametista,AGATA,6.589,"630,000",153,13,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,8.5,8.8,7.5,Não atendido,3.7,"3,3","4,0",,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-572,1,J,Aluno-572,2013,9,Menino,2022,Escola Pública,,,AMETISTA,7.48,"322,000",83,6,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,8.5,8.0,7.5,Não atendido,6.8,"4,5","9,0",,Não,6.833,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-573,1,J,Aluno-573,2011,11,Menino,2020,Escola Pública,Ametista,Topázio,TOPAZIO,8.261,"70,000",15,2,3,Avaliador-7,Promovido de Fase + Bolsa,Avaliador-3,Promovido de Fase,,Mantido na Fase atual,,,9.5,9.9,7.5,Não atendido,8.2,"8,3","8,0",,Sim,8.944,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-574,1,J,Aluno-574,2012,10,Menino,2022,Escola Pública,,,AGATA,6.86,"534,000",135,11,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,9.5,7.2,5.0,Requer avaliação,7.5,"5,5","9,5",,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-575,1,J,Aluno-575,2010,12,Menino,2019,Escola Pública,Ametista,Ametista,QUARTZO,5.889,"739,000",175,16,3,Avaliador-7,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Promovido de Fase,,,8.0,6.1,7.5,Não atendido,2.8,"2,7","3,0",,Não,7.0,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
